var,est,lowCI,upCI,tsLength,buffer,responseVar,greenSpaceVar,biome,pollutant,aic,r2m,r2c
wind_abs,-0.051303491928931556,-0.06906507540820295,-0.033541908449660165,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,NO2,-955.5873319705133,0.05752872006539554,0.8732668235336029
green,-5.308370318814728e-4,-0.019805856029927522,0.018744181966164578,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM10,-448.44926563145054,0.057804175969623,0.6921120284048566
totEmission,0.0038824868296436794,-0.011169783609773647,0.018934757269061006,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM10,-448.44926563145054,0.057804175969623,0.6921120284048566
total_precipitation,-0.04133446441344328,-0.05915870190490284,-0.023510226921983724,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM10,-448.44926563145054,0.057804175969623,0.6921120284048566
relative_humidity,0.014046344556402976,-0.018784115909080773,0.04687680502188672,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM10,-448.44926563145054,0.057804175969623,0.6921120284048566
temperature_2m,0.04738669671635921,0.018939560762533916,0.0758338326701845,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM10,-448.44926563145054,0.057804175969623,0.6921120284048566
wind_abs,-0.0452843097282408,-0.06533045127258245,-0.025238168183899155,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM10,-448.44926563145054,0.057804175969623,0.6921120284048566
green,-0.007694717537912607,-0.04601850499554389,0.030629069919718678,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM25,545.7187035458865,0.11666892574774262,0.709496357305834
totEmission,0.0011208942294444843,-0.02778960621044101,0.03003139466932998,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM25,545.7187035458865,0.11666892574774262,0.709496357305834
total_precipitation,-0.12521742431913485,-0.15944015324683658,-0.09099469539143312,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM25,545.7187035458865,0.11666892574774262,0.709496357305834
relative_humidity,0.17522843394060478,0.11178736855139677,0.2386694993298128,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM25,545.7187035458865,0.11666892574774262,0.709496357305834
temperature_2m,-0.037933979351547034,-0.09402841114862673,0.018160452445532653,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM25,545.7187035458865,0.11666892574774262,0.709496357305834
wind_abs,-0.08903016868382398,-0.1334402991053405,-0.04462003826230746,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM25,545.7187035458865,0.11666892574774262,0.709496357305834
green,-0.001480799535143386,-0.010075352470874384,0.007113753400587612,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,O3,-6798.03300760256,0.1377986556553824,0.73737439176314
totEmission,-0.01857171332659698,-0.028303371933173734,-0.008840054720020224,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,O3,-6798.03300760256,0.1377986556553824,0.73737439176314
total_precipitation,0.017195248342228155,0.010614901511073034,0.023775595173383277,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,O3,-6798.03300760256,0.1377986556553824,0.73737439176314
relative_humidity,-0.06834904581840022,-0.08127507349654992,-0.05542301814025052,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,O3,-6798.03300760256,0.1377986556553824,0.73737439176314
temperature_2m,-0.002825947989165649,-0.01435635593845041,0.008704459960119112,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,O3,-6798.03300760256,0.1377986556553824,0.73737439176314
wind_abs,0.01104464039442686,0.0029228695984928194,0.019166411190360902,6,500,ConcentrationMax,treePerc,Mediterranean forest/shrubland,O3,-6798.03300760256,0.1377986556553824,0.73737439176314
green,-0.031228037639704043,-0.05224438458343096,-0.010211690695977129,6,500,ConcentrationMax,treePerc,Forest coniferous,NO2,-581.1985161821503,0.15014022341641192,0.893694619667133
totEmission,0.004186522191169823,-0.03962690894877016,0.047999953331109804,6,500,ConcentrationMax,treePerc,Forest coniferous,NO2,-581.1985161821503,0.15014022341641192,0.893694619667133
total_precipitation,-0.021456491658731838,-0.04442399597436622,0.0015110126569025488,6,500,ConcentrationMax,treePerc,Forest coniferous,NO2,-581.1985161821503,0.15014022341641192,0.893694619667133
relative_humidity,-0.09497476754170392,-0.1226134330819245,-0.06733610200148334,6,500,ConcentrationMax,treePerc,Forest coniferous,NO2,-581.1985161821503,0.15014022341641192,0.893694619667133
temperature_2m,-0.1143024327744822,-0.1519701756605271,-0.0766346898884373,6,500,ConcentrationMax,treePerc,Forest coniferous,NO2,-581.1985161821503,0.15014022341641192,0.893694619667133
wind_abs,-0.06528640331351962,-0.09409217726475588,-0.036480629362283364,6,500,ConcentrationMax,treePerc,Forest coniferous,NO2,-581.1985161821503,0.15014022341641192,0.893694619667133
green,-0.005267757039620103,-0.033213290219240646,0.02267777614000044,6,500,ConcentrationMax,treePerc,Forest coniferous,PM10,394.51243880506354,0.14990704019971987,0.7344161162442443
totEmission,0.006810782808335612,-0.04383617145515051,0.057457737071821724,6,500,ConcentrationMax,treePerc,Forest coniferous,PM10,394.51243880506354,0.14990704019971987,0.7344161162442443
total_precipitation,-0.04761721857309165,-0.08143963681491767,-0.013794800331265643,6,500,ConcentrationMax,treePerc,Forest coniferous,PM10,394.51243880506354,0.14990704019971987,0.7344161162442443
relative_humidity,-0.12350217881739786,-0.16885814990812373,-0.078146207726672,6,500,ConcentrationMax,treePerc,Forest coniferous,PM10,394.51243880506354,0.14990704019971987,0.7344161162442443
temperature_2m,0.032974990626450415,-0.013301921677574206,0.07925190293047504,6,500,ConcentrationMax,treePerc,Forest coniferous,PM10,394.51243880506354,0.14990704019971987,0.7344161162442443
wind_abs,-0.0134864550937019,-0.05082348648979448,0.023850576302390673,6,500,ConcentrationMax,treePerc,Forest coniferous,PM10,394.51243880506354,0.14990704019971987,0.7344161162442443
green,-0.009272191504410063,-0.07125862217402504,0.052714239165204915,6,500,ConcentrationMax,treePerc,Forest coniferous,PM25,729.9691693920518,0.12324617289776374,0.78087001810084
totEmission,-0.08253785651547509,-0.20708053107446409,0.042004818043513914,6,500,ConcentrationMax,treePerc,Forest coniferous,PM25,729.9691693920518,0.12324617289776374,0.78087001810084
total_precipitation,-0.0682176802054621,-0.1440456427399191,0.007610282328994897,6,500,ConcentrationMax,treePerc,Forest coniferous,PM25,729.9691693920518,0.12324617289776374,0.78087001810084
relative_humidity,-0.09821680930197271,-0.19843947754522429,0.002005858941278846,6,500,ConcentrationMax,treePerc,Forest coniferous,PM25,729.9691693920518,0.12324617289776374,0.78087001810084
temperature_2m,-0.004173906129797363,-0.11078652851967814,0.10243871626008343,6,500,ConcentrationMax,treePerc,Forest coniferous,PM25,729.9691693920518,0.12324617289776374,0.78087001810084
wind_abs,-0.12778588028934004,-0.20320621092070912,-0.05236554965797098,6,500,ConcentrationMax,treePerc,Forest coniferous,PM25,729.9691693920518,0.12324617289776374,0.78087001810084
green,-0.004486768076038995,-0.021897578102964103,0.012924041950886115,6,500,ConcentrationMax,treePerc,Forest coniferous,O3,-1049.5206070185807,0.325470949784751,0.7356464820115595
totEmission,-0.023373049602515357,-0.05042664850282227,0.0036805492977915535,6,500,ConcentrationMax,treePerc,Forest coniferous,O3,-1049.5206070185807,0.325470949784751,0.7356464820115595
total_precipitation,0.016778554861781658,0.0016362538166454048,0.031920855906917914,6,500,ConcentrationMax,treePerc,Forest coniferous,O3,-1049.5206070185807,0.325470949784751,0.7356464820115595
relative_humidity,-0.09099160516966001,-0.11413013185055848,-0.06785307848876154,6,500,ConcentrationMax,treePerc,Forest coniferous,O3,-1049.5206070185807,0.325470949784751,0.7356464820115595
temperature_2m,0.0320005110769884,0.006792623287814239,0.05720839886616255,6,500,ConcentrationMax,treePerc,Forest coniferous,O3,-1049.5206070185807,0.325470949784751,0.7356464820115595
wind_abs,-0.01842142546086737,-0.04161886398174883,0.0047760130600140865,6,500,ConcentrationMax,treePerc,Forest coniferous,O3,-1049.5206070185807,0.325470949784751,0.7356464820115595
green,-0.0020478334115333926,-0.02957489612487753,0.025479229301810742,6,500,ConcentrationMax,treePerc,Savanna/grassland,NO2,-369.49671606466154,0.18975344534497904,0.8808097595920731
totEmission,0.023634971000349374,-0.012434311252761478,0.059704253253460224,6,500,ConcentrationMax,treePerc,Savanna/grassland,NO2,-369.49671606466154,0.18975344534497904,0.8808097595920731
total_precipitation,0.06111947481290132,0.030037072503712937,0.09220187712208971,6,500,ConcentrationMax,treePerc,Savanna/grassland,NO2,-369.49671606466154,0.18975344534497904,0.8808097595920731
relative_humidity,-0.17712409345748234,-0.23033221276845323,-0.12391597414651145,6,500,ConcentrationMax,treePerc,Savanna/grassland,NO2,-369.49671606466154,0.18975344534497904,0.8808097595920731
temperature_2m,-0.10206882321958742,-0.1571371606548823,-0.047000485784292514,6,500,ConcentrationMax,treePerc,Savanna/grassland,NO2,-369.49671606466154,0.18975344534497904,0.8808097595920731
wind_abs,-0.009540985088537797,-0.04618250321641207,0.027100533039336475,6,500,ConcentrationMax,treePerc,Savanna/grassland,NO2,-369.49671606466154,0.18975344534497904,0.8808097595920731
green,-0.055583863635536086,-0.11888116149871938,0.007713434227647219,6,500,ConcentrationMax,treePerc,Savanna/grassland,PM10,86.3891828060722,0.37036553613394807,0.7267891504786312
totEmission,-0.02717257830341131,-0.09994002524565919,0.045594868638836564,6,500,ConcentrationMax,treePerc,Savanna/grassland,PM10,86.3891828060722,0.37036553613394807,0.7267891504786312
total_precipitation,-0.042782975404794164,-0.13515259415110012,0.0495866433415118,6,500,ConcentrationMax,treePerc,Savanna/grassland,PM10,86.3891828060722,0.37036553613394807,0.7267891504786312
relative_humidity,-0.1700183564743548,-0.28252373449553836,-0.05751297845317119,6,500,ConcentrationMax,treePerc,Savanna/grassland,PM10,86.3891828060722,0.37036553613394807,0.7267891504786312
temperature_2m,0.008084425395244085,-0.07523892681705253,0.0914077776075407,6,500,ConcentrationMax,treePerc,Savanna/grassland,PM10,86.3891828060722,0.37036553613394807,0.7267891504786312
wind_abs,-0.023524931636232295,-0.07494282992343035,0.02789296665096576,6,500,ConcentrationMax,treePerc,Savanna/grassland,PM10,86.3891828060722,0.37036553613394807,0.7267891504786312
green,-0.06631173665465358,-0.1114947891647292,-0.021128684144577956,6,500,ConcentrationMax,treePerc,Savanna/grassland,PM25,208.86654930448935,0.3127099814655358,0.649199302432196
totEmission,-0.03861189205794406,-0.1067539281834017,0.029530144067513572,6,500,ConcentrationMax,treePerc,Savanna/grassland,PM25,208.86654930448935,0.3127099814655358,0.649199302432196
total_precipitation,0.03246674932976186,-0.027707534481672666,0.09264103314119639,6,500,ConcentrationMax,treePerc,Savanna/grassland,PM25,208.86654930448935,0.3127099814655358,0.649199302432196
relative_humidity,-0.19544232759815355,-0.2766016191221996,-0.11428303607410752,6,500,ConcentrationMax,treePerc,Savanna/grassland,PM25,208.86654930448935,0.3127099814655358,0.649199302432196
temperature_2m,0.022219841097765588,-0.046443563738209584,0.09088324593374077,6,500,ConcentrationMax,treePerc,Savanna/grassland,PM25,208.86654930448935,0.3127099814655358,0.649199302432196
wind_abs,-0.008671217251933214,-0.057110465916759834,0.03976803141289341,6,500,ConcentrationMax,treePerc,Savanna/grassland,PM25,208.86654930448935,0.3127099814655358,0.649199302432196
green,0.010585876974720201,-2.6008215806788346e-5,0.021197762165247193,6,500,ConcentrationMax,treePerc,Savanna/grassland,O3,-2625.3234288240596,0.3474940914848592,0.7193082434104467
totEmission,-0.0037810859698950683,-0.01590740461382109,0.008345232674030954,6,500,ConcentrationMax,treePerc,Savanna/grassland,O3,-2625.3234288240596,0.3474940914848592,0.7193082434104467
total_precipitation,0.025391868833437276,0.014435106954322898,0.03634863071255165,6,500,ConcentrationMax,treePerc,Savanna/grassland,O3,-2625.3234288240596,0.3474940914848592,0.7193082434104467
relative_humidity,-0.10937943029126575,-0.12508570351023665,-0.09367315707229484,6,500,ConcentrationMax,treePerc,Savanna/grassland,O3,-2625.3234288240596,0.3474940914848592,0.7193082434104467
temperature_2m,0.011596476154408125,-0.002333913426576016,0.025526865735392264,6,500,ConcentrationMax,treePerc,Savanna/grassland,O3,-2625.3234288240596,0.3474940914848592,0.7193082434104467
wind_abs,0.012937195630256469,0.0012501716532255687,0.02462421960728737,6,500,ConcentrationMax,treePerc,Savanna/grassland,O3,-2625.3234288240596,0.3474940914848592,0.7193082434104467
green,-0.05961024088754971,-0.07234769535738354,-0.04687278641771587,6,500,ConcentrationMax,ndvi,Forest mixed,NO2,-4387.961591026833,0.09331209358209651,0.8502725429990022
totEmission,0.04108801721103267,0.029367090453984765,0.05280894396808057,6,500,ConcentrationMax,ndvi,Forest mixed,NO2,-4387.961591026833,0.09331209358209651,0.8502725429990022
total_precipitation,-0.028169445494341156,-0.03592402811275864,-0.020414862875923673,6,500,ConcentrationMax,ndvi,Forest mixed,NO2,-4387.961591026833,0.09331209358209651,0.8502725429990022
relative_humidity,0.007186961457539202,-0.0014810814365588424,0.015855004351637246,6,500,ConcentrationMax,ndvi,Forest mixed,NO2,-4387.961591026833,0.09331209358209651,0.8502725429990022
temperature_2m,-0.05420250907281395,-0.06522983190591476,-0.04317518623971314,6,500,ConcentrationMax,ndvi,Forest mixed,NO2,-4387.961591026833,0.09331209358209651,0.8502725429990022
wind_abs,-0.01888656733760888,-0.0274643581332063,-0.010308776542011455,6,500,ConcentrationMax,ndvi,Forest mixed,NO2,-4387.961591026833,0.09331209358209651,0.8502725429990022
green,-0.005504814861837834,-0.019851640566918412,0.008842010843242744,6,500,ConcentrationMax,ndvi,Forest mixed,PM10,-1357.4895054080553,0.10794647792920906,0.8267518326087058
totEmission,0.019553450010816955,0.0042411367304379735,0.034865763291195936,6,500,ConcentrationMax,ndvi,Forest mixed,PM10,-1357.4895054080553,0.10794647792920906,0.8267518326087058
total_precipitation,-0.030411859938090546,-0.03981174147522072,-0.02101197840096037,6,500,ConcentrationMax,ndvi,Forest mixed,PM10,-1357.4895054080553,0.10794647792920906,0.8267518326087058
relative_humidity,-0.038717681930493755,-0.048487676012889225,-0.028947687848098286,6,500,ConcentrationMax,ndvi,Forest mixed,PM10,-1357.4895054080553,0.10794647792920906,0.8267518326087058
temperature_2m,-0.0678025955036361,-0.08093531872602984,-0.05466987228124236,6,500,ConcentrationMax,ndvi,Forest mixed,PM10,-1357.4895054080553,0.10794647792920906,0.8267518326087058
wind_abs,0.043801470747439064,0.03382561487926709,0.05377732661561104,6,500,ConcentrationMax,ndvi,Forest mixed,PM10,-1357.4895054080553,0.10794647792920906,0.8267518326087058
green,-0.01043383757722189,-0.03430241534180457,0.013434740187360787,6,500,ConcentrationMax,ndvi,Forest mixed,PM25,35.55391775725366,0.09343983085819184,0.8776948587487187
totEmission,-0.0016165053330621008,-0.03270643288399737,0.02947342221787317,6,500,ConcentrationMax,ndvi,Forest mixed,PM25,35.55391775725366,0.09343983085819184,0.8776948587487187
total_precipitation,-0.016632611792415028,-0.03129267551740894,-0.0019725480674211184,6,500,ConcentrationMax,ndvi,Forest mixed,PM25,35.55391775725366,0.09343983085819184,0.8776948587487187
relative_humidity,-0.011293293584571956,-0.03018317559222457,0.007596588423080659,6,500,ConcentrationMax,ndvi,Forest mixed,PM25,35.55391775725366,0.09343983085819184,0.8776948587487187
temperature_2m,-0.07770307379922894,-0.09811026838544473,-0.05729587921301316,6,500,ConcentrationMax,ndvi,Forest mixed,PM25,35.55391775725366,0.09343983085819184,0.8776948587487187
wind_abs,0.05667047111809094,0.04053012924133746,0.07281081299484442,6,500,ConcentrationMax,ndvi,Forest mixed,PM25,35.55391775725366,0.09343983085819184,0.8776948587487187
green,0.005538874877668536,-0.001861244982051943,0.012938994737389015,6,500,ConcentrationMax,ndvi,Forest mixed,O3,-9400.310530628794,0.1856084476211258,0.687849987034093
totEmission,-0.0042373044777020705,-0.01155882307644365,0.0030842141210395075,6,500,ConcentrationMax,ndvi,Forest mixed,O3,-9400.310530628794,0.1856084476211258,0.687849987034093
total_precipitation,0.024077549960840952,0.018673054743087367,0.029482045178594537,6,500,ConcentrationMax,ndvi,Forest mixed,O3,-9400.310530628794,0.1856084476211258,0.687849987034093
relative_humidity,-0.0734010072575449,-0.07958905614290253,-0.06721295837218728,6,500,ConcentrationMax,ndvi,Forest mixed,O3,-9400.310530628794,0.1856084476211258,0.687849987034093
temperature_2m,0.001149298122418749,-0.006132404044871343,0.008431000289708841,6,500,ConcentrationMax,ndvi,Forest mixed,O3,-9400.310530628794,0.1856084476211258,0.687849987034093
wind_abs,-0.002118920768459628,-0.007963258272028708,0.0037254167351094525,6,500,ConcentrationMax,ndvi,Forest mixed,O3,-9400.310530628794,0.1856084476211258,0.687849987034093
green,-0.02018348400399143,-0.045757251003102226,0.005390282995119365,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-957.1907140041803,0.060680437432534616,0.8701422389652956
totEmission,0.01527560630249974,-0.006485362793486797,0.037036575398486274,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-957.1907140041803,0.060680437432534616,0.8701422389652956
total_precipitation,-0.035726123591354006,-0.04902498113272926,-0.02242726604997875,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-957.1907140041803,0.060680437432534616,0.8701422389652956
relative_humidity,-0.05589972876713057,-0.08222016249403274,-0.029579295040228392,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-957.1907140041803,0.060680437432534616,0.8701422389652956
temperature_2m,-0.04941944619726282,-0.07403420148483336,-0.024804690909692288,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-957.1907140041803,0.060680437432534616,0.8701422389652956
wind_abs,-0.053118138310070825,-0.07095078077212769,-0.03528549584801396,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-957.1907140041803,0.060680437432534616,0.8701422389652956
green,0.009980606394946072,-0.016211964943774824,0.03617317773366697,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-449.61805845417257,0.057647215636058936,0.6919953549316062
totEmission,0.004021098396544111,-0.011029337408739428,0.01907153420182765,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-449.61805845417257,0.057647215636058936,0.6919953549316062
total_precipitation,-0.041999154957289286,-0.059575657279188676,-0.0244226526353899,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-449.61805845417257,0.057647215636058936,0.6919953549316062
relative_humidity,0.010572758526852652,-0.023229820418406905,0.04437533747211221,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-449.61805845417257,0.057647215636058936,0.6919953549316062
temperature_2m,0.048721918788340125,0.020188119904295556,0.07725571767238469,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-449.61805845417257,0.057647215636058936,0.6919953549316062
wind_abs,-0.044066162630535685,-0.06436527976801544,-0.023767045493055933,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-449.61805845417257,0.057647215636058936,0.6919953549316062
green,0.08095379423231935,0.028540379458459393,0.13336720900617932,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,536.0887120523294,0.13732308920096006,0.7160538841240367
totEmission,0.0032212275430623634,-0.0256007998026891,0.03204325488881383,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,536.0887120523294,0.13732308920096006,0.7160538841240367
total_precipitation,-0.12925125414775218,-0.16273184497642781,-0.09577066331907655,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,536.0887120523294,0.13732308920096006,0.7160538841240367
relative_humidity,0.1504948654137374,0.08553323447587703,0.2154564963515978,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,536.0887120523294,0.13732308920096006,0.7160538841240367
temperature_2m,-0.025065627058583374,-0.08117478077067397,0.031043526653507222,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,536.0887120523294,0.13732308920096006,0.7160538841240367
wind_abs,-0.0692009486406585,-0.11520429277318364,-0.02319760450813335,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,536.0887120523294,0.13732308920096006,0.7160538841240367
green,0.022858796680472335,0.01197742223220222,0.03374017112874245,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6815.228185207634,0.15212221024295838,0.7365599490056337
totEmission,-0.016518344782836793,-0.026214102914718904,-0.006822586650954681,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6815.228185207634,0.15212221024295838,0.7365599490056337
total_precipitation,0.01591585845056605,0.009398074919424411,0.02243364198170769,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6815.228185207634,0.15212221024295838,0.7365599490056337
relative_humidity,-0.07527709653385613,-0.08841083012069803,-0.06214336294701422,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6815.228185207634,0.15212221024295838,0.7365599490056337
temperature_2m,1.2802450859668367e-4,-0.011352159020346229,0.011608208037539595,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6815.228185207634,0.15212221024295838,0.7365599490056337
wind_abs,0.013219675371686154,0.0050805047649368495,0.02135884597843546,6,500,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6815.228185207634,0.15212221024295838,0.7365599490056337
green,-0.014784079756419127,-0.044646350663993015,0.01507819115115476,6,500,ConcentrationMax,ndvi,Forest coniferous,NO2,-574.4187096857613,0.14609276840470603,0.8950017303564839
totEmission,0.0045332848599595,-0.039656936853903174,0.04872350657382217,6,500,ConcentrationMax,ndvi,Forest coniferous,NO2,-574.4187096857613,0.14609276840470603,0.8950017303564839
total_precipitation,-0.020328418151618528,-0.043447388692126054,0.0027905523888890026,6,500,ConcentrationMax,ndvi,Forest coniferous,NO2,-574.4187096857613,0.14609276840470603,0.8950017303564839
relative_humidity,-0.09843977419389162,-0.12605555240691768,-0.07082399598086557,6,500,ConcentrationMax,ndvi,Forest coniferous,NO2,-574.4187096857613,0.14609276840470603,0.8950017303564839
temperature_2m,-0.11739007116725632,-0.15520044814141265,-0.0795796941931,6,500,ConcentrationMax,ndvi,Forest coniferous,NO2,-574.4187096857613,0.14609276840470603,0.8950017303564839
