var,est,lowCI,upCI,tsLength,buffer,responseVar,greenSpaceVar,biome,pollutant,aic,r2m,r2c
green,-0.015636398021557543,-0.025810579487058737,-0.005462216556056349,6,500,ConcentrationMean,ndvi,Forest mixed,PM10,-7820.932093686963,0.11952076514147834,0.8578883848028744
totEmission,0.02453304717501484,0.013591331082842443,0.03547476326718724,6,500,ConcentrationMean,ndvi,Forest mixed,PM10,-7820.932093686963,0.11952076514147834,0.8578883848028744
total_precipitation,-0.0367600495189592,-0.04330101926272373,-0.030219079775194665,6,500,ConcentrationMean,ndvi,Forest mixed,PM10,-7820.932093686963,0.11952076514147834,0.8578883848028744
relative_humidity,-0.020024663175300515,-0.02679535124026549,-0.01325397511033554,6,500,ConcentrationMean,ndvi,Forest mixed,PM10,-7820.932093686963,0.11952076514147834,0.8578883848028744
temperature_2m,-0.0014387644164485724,-0.010671290499382313,0.007793761666485169,6,500,ConcentrationMean,ndvi,Forest mixed,PM10,-7820.932093686963,0.11952076514147834,0.8578883848028744
wind_abs,-0.026011797214305597,-0.032968696100393956,-0.01905489832821724,6,500,ConcentrationMean,ndvi,Forest mixed,PM10,-7820.932093686963,0.11952076514147834,0.8578883848028744
green,-0.013092152923693237,-0.030179740818381658,0.003995434970995184,6,500,ConcentrationMean,ndvi,Forest mixed,PM25,-2588.465012714736,0.09534472857704589,0.8928448395984514
totEmission,0.005593790940707406,-0.016975613297662326,0.028163195179077137,6,500,ConcentrationMean,ndvi,Forest mixed,PM25,-2588.465012714736,0.09534472857704589,0.8928448395984514
total_precipitation,-0.027494166309777825,-0.03791424078902103,-0.01707409183053462,6,500,ConcentrationMean,ndvi,Forest mixed,PM25,-2588.465012714736,0.09534472857704589,0.8928448395984514
relative_humidity,-0.003212404795263277,-0.016642772316349183,0.01021796272582263,6,500,ConcentrationMean,ndvi,Forest mixed,PM25,-2588.465012714736,0.09534472857704589,0.8928448395984514
temperature_2m,-0.011764695919163988,-0.02627213546049622,0.0027427436221682446,6,500,ConcentrationMean,ndvi,Forest mixed,PM25,-2588.465012714736,0.09534472857704589,0.8928448395984514
wind_abs,-0.016405813319840347,-0.027861588453538512,-0.004950038186142182,6,500,ConcentrationMean,ndvi,Forest mixed,PM25,-2588.465012714736,0.09534472857704589,0.8928448395984514
green,0.009140116118131267,0.001801959231893681,0.016478273004368854,6,500,ConcentrationMean,ndvi,Forest mixed,O3,-10935.60709241317,0.12504106872109344,0.7768016245887114
totEmission,-6.991509984331163e-4,-0.007918676099595387,0.006520374102729154,6,500,ConcentrationMean,ndvi,Forest mixed,O3,-10935.60709241317,0.12504106872109344,0.7768016245887114
total_precipitation,0.02315332433112383,0.018167076864951455,0.028139571797296203,6,500,ConcentrationMean,ndvi,Forest mixed,O3,-10935.60709241317,0.12504106872109344,0.7768016245887114
relative_humidity,-0.07628542153612315,-0.0820009204781571,-0.0705699225940892,6,500,ConcentrationMean,ndvi,Forest mixed,O3,-10935.60709241317,0.12504106872109344,0.7768016245887114
temperature_2m,-0.023712930008667338,-0.030749497005818107,-0.01667636301151657,6,500,ConcentrationMean,ndvi,Forest mixed,O3,-10935.60709241317,0.12504106872109344,0.7768016245887114
wind_abs,0.02977037020897947,0.024365350551080623,0.03517538986687832,6,500,ConcentrationMean,ndvi,Forest mixed,O3,-10935.60709241317,0.12504106872109344,0.7768016245887114
green,-0.034986731699082736,-0.05905012668314255,-0.010923336715022922,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1907.657264878897,0.058229927991560036,0.9082563436664278
totEmission,0.028105113017147278,0.007732344928833644,0.04847788110546091,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1907.657264878897,0.058229927991560036,0.9082563436664278
total_precipitation,-0.029396951157585272,-0.04134786138950074,-0.017446040925669808,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1907.657264878897,0.058229927991560036,0.9082563436664278
relative_humidity,-0.031190638345987533,-0.05579746717682639,-0.006583809515148677,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1907.657264878897,0.058229927991560036,0.9082563436664278
temperature_2m,-0.036176156938613604,-0.0594312335289133,-0.012921080348313907,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1907.657264878897,0.058229927991560036,0.9082563436664278
wind_abs,-0.07486175993035991,-0.09129456877046002,-0.05842895109025981,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1907.657264878897,0.058229927991560036,0.9082563436664278
green,-0.03467683845977913,-0.05463531561126728,-0.01471836130829099,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2844.0747288773637,0.1838898087169176,0.8021817501767808
totEmission,0.016321662854112712,0.005565140381886581,0.027078185326338843,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2844.0747288773637,0.1838898087169176,0.8021817501767808
total_precipitation,-0.034381083055149135,-0.046796864167897995,-0.021965301942400275,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2844.0747288773637,0.1838898087169176,0.8021817501767808
relative_humidity,0.008533928476480266,-0.01749702216125506,0.034564879114215595,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2844.0747288773637,0.1838898087169176,0.8021817501767808
temperature_2m,0.07513370815863882,0.052921865096869074,0.09734555122040855,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2844.0747288773637,0.1838898087169176,0.8021817501767808
wind_abs,-0.04194874150145346,-0.05694221475615697,-0.02695526824674995,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2844.0747288773637,0.1838898087169176,0.8021817501767808
green,-0.01447864224381608,-0.052615830694694846,0.02365854620706269,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25,-689.8863232600906,0.07199632119284655,0.8329812971224071
totEmission,0.011461836560056587,-0.006988423090918905,0.02991209621103208,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25,-689.8863232600906,0.07199632119284655,0.8329812971224071
total_precipitation,-0.07175372089551126,-0.09314822641234238,-0.05035921537868013,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25,-689.8863232600906,0.07199632119284655,0.8329812971224071
relative_humidity,0.09989890132515687,0.051567809694861085,0.14822999295545267,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25,-689.8863232600906,0.07199632119284655,0.8329812971224071
temperature_2m,0.004711240792043966,-0.03801088264910611,0.04743336423319404,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25,-689.8863232600906,0.07199632119284655,0.8329812971224071
wind_abs,-0.030185848453253016,-0.062350754325598,0.0019790574190919723,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25,-689.8863232600906,0.07199632119284655,0.8329812971224071
green,0.009462623620085837,-0.0023817266015971113,0.021306973841768787,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3,-7183.619728823804,0.09529357746060577,0.8393082982334191
totEmission,-0.007509797085503112,-0.018052074242886643,0.0030324800718804206,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3,-7183.619728823804,0.09529357746060577,0.8393082982334191
total_precipitation,0.017406126381333493,0.011177174882523361,0.023635077880143626,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3,-7183.619728823804,0.09529357746060577,0.8393082982334191
relative_humidity,-0.07033637461680248,-0.08480111238325465,-0.055871636850350306,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3,-7183.619728823804,0.09529357746060577,0.8393082982334191
temperature_2m,0.00153985560773966,-0.01117013055698488,0.014249841772464201,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3,-7183.619728823804,0.09529357746060577,0.8393082982334191
wind_abs,0.021307785705288396,0.013003466199002452,0.02961210521157434,6,500,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3,-7183.619728823804,0.09529357746060577,0.8393082982334191
green,6.052144006062677e-4,-0.022659070436583367,0.0238694992377959,6,500,ConcentrationMean,ndvi,Forest coniferous,NO2,-1211.0102770452368,0.06616595888082204,0.9457567307758699
totEmission,-0.006246719214444025,-0.043463160467375146,0.0309697220384871,6,500,ConcentrationMean,ndvi,Forest coniferous,NO2,-1211.0102770452368,0.06616595888082204,0.9457567307758699
total_precipitation,-0.02874869291349466,-0.04667589879445945,-0.010821487032529876,6,500,ConcentrationMean,ndvi,Forest coniferous,NO2,-1211.0102770452368,0.06616595888082204,0.9457567307758699
relative_humidity,-0.04819554035717104,-0.06965258568806951,-0.02673849502627257,6,500,ConcentrationMean,ndvi,Forest coniferous,NO2,-1211.0102770452368,0.06616595888082204,0.9457567307758699
temperature_2m,-0.024893130976964876,-0.05516591313487594,0.005379651180946188,6,500,ConcentrationMean,ndvi,Forest coniferous,NO2,-1211.0102770452368,0.06616595888082204,0.9457567307758699
wind_abs,-0.030005175353461866,-0.05245055413736288,-0.007559796569560847,6,500,ConcentrationMean,ndvi,Forest coniferous,NO2,-1211.0102770452368,0.06616595888082204,0.9457567307758699
green,0.015371779887188498,-0.008119132528872443,0.038862692303249444,6,500,ConcentrationMean,ndvi,Forest coniferous,PM10,-1131.4529086855955,0.1797404586569378,0.8991299144441495
totEmission,0.013604539535392434,-0.022953441980960245,0.05016252105174511,6,500,ConcentrationMean,ndvi,Forest coniferous,PM10,-1131.4529086855955,0.1797404586569378,0.8991299144441495
