"site","site_name","latitude","longitude","elevation","country","country_iso_code","site_type","site_area","date_start","date_end","network","eu_code","eoi_code","observation_count","data_source"
"fr24004","NICE LAS PLANAS",43.731945,7.25278,120,"france","FR","background","urban",1999-01-01 00:00:00,2005-02-01 06:00:00,NA,NA,NA,145007,"airbase"
"fr24005","BRANCOLAR",43.725002,7.272228,162,"france","FR","background","urban",1999-01-01 00:00:00,2003-12-30 22:00:00,NA,NA,NA,72433,"airbase"
"fr24006","ANTIBES GUYNEMER",43.580894,7.12222,8,"france","FR","traffic","urban",1999-01-01 00:00:00,2015-12-22 13:00:00,"NET-FR070A","STA-FR24006","FR24006",425358,"airbase; aqer:e1a; aqer:e1a:xml"
"fr24007","ANTIBES JEAN MOULIN",43.598804,7.093153,81,"france","FR","background","suburban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR070A","STA-FR24007","FR24007",610478,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24008","CANNES BD ALSACE",43.551666,7.030289,25,"france","FR","background","urban",1999-01-01 00:00:00,2004-01-01 00:00:00,NA,NA,NA,161050,"airbase"
"fr24009","CANNES BROUSSAILLES",43.558388,7.005919,71,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR070A","STA-FR24009","FR24009",606324,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24010","NICE EUCALYPTUS",43.675556,7.22167,80,"france","FR","background","urban",1999-01-01 00:00:00,2003-09-03 14:00:00,NA,NA,NA,108465,"airbase"
"fr24011","NICE OUEST BOTANIQUE",43.68519,7.211174,118,"france","FR","background","suburban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR070A","STA-FR24011","FR24011",292458,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24012","NICE CESSOLE",43.714447,7.255839,50,"france","FR","background","suburban",1999-01-01 00:00:00,2005-01-04 13:00:00,NA,NA,NA,149590,"airbase"
"fr24013","ADRECHAS",44.1055999994634,7.227981,1826,"france","FR","background","rural",1999-12-17 00:00:00,2013-09-29 11:00:00,"NET-FR070A","STA-FR24013","FR24013",191911,"airbase; aqer:e1a:xml"
"fr24014","CIANS",44.09469,6.988978,1454,"france","FR","background","rural_regional",2000-06-26 00:00:00,2022-06-13 16:00:00,"NET-FR070A","STA-FR24014","FR24014",245814,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24015","GRASSE CLAVECIN",43.65777,6.920878,345,"france","FR","background","urban",2000-10-04 00:00:00,2021-03-29 07:00:00,"NET-FR070A","STA-FR24015","FR24015",395929,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24017","ST AUBAN",44.0863859994634,6.003611,509,"france","FR","industrial","suburban",2003-02-26 00:00:00,2013-12-31 23:00:00,"NET-FR070A","STA-FR24017","FR24017",206314,"airbase; aqer:e1a:xml"
"fr24018","MANOSQUE",43.835785,5.786131,385,"france","FR","background","urban",2001-11-16 00:00:00,2022-06-13 16:00:00,"NET-FR070A","STA-FR24018","FR24018",546161,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24019","GAP",44.519142,6.061664,683,"france","FR","background","urban",2001-11-16 00:00:00,2009-10-01 05:00:00,NA,NA,NA,178110,"airbase"
"fr24020","CAGNES LADOUMEGUE",43.658337,7.157846,9,"france","FR","background","urban",2001-11-16 00:00:00,2016-02-11 12:00:00,"NET-FR070A","STA-FR24020","FR24020",421633,"airbase; aqer:e1a; aqer:e1a:xml"
"fr24021","PEILLON",43.786583,7.373283,196,"france","FR","industrial","suburban",2003-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR070A","STA-FR24021","FR24021",182110,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24023","CONTES 2",43.78875,7.332382,146,"france","FR","background","suburban",2001-12-01 00:00:00,2022-06-13 16:00:00,"NET-FR070A","STA-FR24023","FR24023",448630,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24024","BRIANCON",44.8963889994631,6.637975,1210,"france","FR","background","suburban",2003-08-28 00:00:00,2013-04-16 23:00:00,"NET-FR070A","STA-FR24024","FR24024",148453,"airbase; aqer:e1a:xml"
"fr24030","AEROPORT NICE",43.651112,7.204444,2,"france","FR","background","rural",2006-01-01 00:00:00,2011-12-31 23:00:00,NA,NA,NA,229137,"airbase"
"fr24032","Riviera Française",43.7584999994636,7.478864,18,"france","FR","background","rural",2009-06-18 00:00:00,2013-11-18 07:00:00,"NET-FR070A","STA-FR24032","FR24032",53015,"airbase; aqer:e1a:xml"
"fr24033","GAP COMMANDERIE",44.555195,6.073015,743,"france","FR","background","urban",2010-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR070A","STA-FR24033","FR24033",449950,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24035","NICE PROMENADE",43.68929,7.242074,4,"france","FR","traffic","urban",2013-01-03 00:00:00,2022-06-13 15:00:00,"NET-FR070A","STA-FR24035","FR24035",301226,"aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24036","NICE ARSON",43.702076,7.286256,11,"france","FR","background","urban",2013-06-27 14:00:00,2022-06-13 16:00:00,"NET-FR070A","STA-FR24036","FR24036",367015,"aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24038","GAP JEAN JAURES",44.54865,6.067237,736,"france","FR","traffic","urban",2013-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR070A","STA-FR24038","FR24038",308967,"aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24039","Obs Haute-Provence",43.933475,5.711809,668,"france","FR","background","rural_nearcity",2013-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR070A","STA-FR24039","FR24039",226174,"aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr24040","Cheiron",43.791912,7.048276,994,"france","FR","background","rural_regional",2015-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR070A","STA-FR24040","FR24040",64391,"aqer:e1a; aqer:e2a"
"fr25001","1 Mairie-Bois-Guillaume",49.469166,1.119447,160,"france","FR","traffic","urban",1976-01-01 00:00:00,1989-12-31 00:00:00,NA,NA,NA,7221,"airbase"
"fr25006","6 Lycee d'Etat-Blvd. du 14 juillet-Sotteville-les-Rouens",49.40889,1.083894,15,"france","FR",NA,"urban",1976-01-01 00:00:00,1989-12-31 00:00:00,NA,NA,NA,7254,"airbase"
"fr25007","7 Port Autonome-Quai R. Wadington-Musoir-St.-Gervais",49.438335,1.04223,5,"france","FR",NA,"urban",1976-01-01 00:00:00,1989-12-31 00:00:00,NA,NA,NA,7059,"airbase"
"fr25011","Pt Couronne Ch d eau",49.383133,1.025758,35,"france","FR","background","urban",1999-01-01 00:00:00,2020-02-25 09:00:00,"NET-FR069A","STA-FR25011","FR25011",161562,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr25013","PARC EXPO DE ROUEN",49.395,1.057783,65,"france","FR","background","suburban",1999-01-01 00:00:00,2003-09-29 12:00:00,NA,NA,NA,49616,"airbase"
"fr25020","Deville Parc Logis",49.469758,1.05085,26,"france","FR","background","urban",1999-01-01 00:00:00,2011-12-31 23:00:00,NA,NA,NA,98549,"airbase"
"fr25021","GRAND QUEVILLY",49.414448,1.034175,8,"france","FR","industrial","suburban",1999-01-01 00:00:00,2005-06-24 07:00:00,NA,NA,NA,111426,"airbase"
"fr25023","VAL DE REUIL TRANSVA",49.27,1.220003,10,"france","FR","industrial","suburban",1999-01-01 00:00:00,2005-02-10 15:00:00,NA,NA,NA,101367,"airbase"
"fr25024","Ecole les Damps",49.3013,1.176617,25,"france","FR","industrial","suburban",1999-01-01 00:00:00,2008-09-15 09:00:00,NA,NA,NA,68938,"airbase"
"fr25025","ROUEN PTT GARE",49.447781,1.094456,31,"france","FR","traffic","urban",1999-01-01 00:00:00,1999-06-21 13:00:00,NA,NA,NA,12714,"airbase"
"fr25028","AIR NORMAND ROUEN",49.44389,1.104725,15,"france","FR","background","suburban",1999-01-01 00:00:00,2000-10-25 13:00:00,NA,NA,NA,49940,"airbase"
"fr25030","ALEXIS CARREL ROUENG",49.429447,1.080289,10,"france","FR","background","suburban",1999-01-01 00:00:00,2005-03-03 18:00:00,NA,NA,NA,334631,"airbase"
"fr25031","GD COURONNE SERRE",49.361389,1.012233,22,"france","FR","industrial","urban",1999-01-01 00:00:00,2000-10-07 00:00:00,NA,NA,NA,614,"airbase"
"fr25032","Elbeuf CCI",49.291108,1.007433,5,"france","FR","background","urban",1999-01-01 00:00:00,2011-12-31 23:00:00,NA,NA,NA,222661,"airbase"
"fr25033","BOISGUILLAUME SCHUMA",49.474724,1.109731,155,"france","FR","background","suburban",1999-01-01 00:00:00,2001-06-06 13:00:00,NA,NA,NA,30439,"airbase"
"fr25034","Val de la Haye Ecole",49.3782469994696,1.001322,5,"france","FR","industrial","rural",1999-01-01 00:00:00,2013-07-15 07:00:00,"NET-FR069A","STA-FR25034","FR25034",102679,"airbase; aqer:e1a:xml"
"fr25035","Gd Couronne Mairie",49.358215,1.007853,22,"france","FR","industrial","urban",2000-10-01 00:00:00,2022-06-13 16:00:00,"NET-FR069A","STA-FR25035","FR25035",176885,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr25036","Espace du Palais",49.44246,1.093694,17,"france","FR","background","urban",2000-10-01 00:00:00,2022-06-13 16:00:00,"NET-FR069A","STA-FR25036","FR25036",883691,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr25037","Rouen Le Conquerant",49.441463,1.082656,6,"france","FR","traffic","urban",1999-07-09 00:00:00,2017-01-05 10:00:00,"NET-FR069A","STA-FR25037","FR25037",529884,"airbase; aqer:e1a; aqer:e1a:xml"
"fr25038","Evreux SDIS",49.036442,1.144075,130,"france","FR","background","suburban",1999-01-01 00:00:00,2010-09-30 19:00:00,NA,NA,NA,211084,"airbase"
"fr25039","Evreux Centre",49.02134,1.148319,65,"france","FR","background","urban",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR069A","STA-FR25039","FR25039",754003,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr25040","Mesnil Esnard",49.40619,1.15515,160,"france","FR","background","suburban",2000-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR069A","STA-FR25040","FR25040",369476,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr25041","Oissel Gym. J.Jaures",49.357719,1.097986,18,"france","FR","industrial","suburban",1999-07-01 00:00:00,2011-02-04 04:00:00,NA,NA,NA,88703,"airbase"
"fr25042","Canteleu",49.443333,1.027231,122,"france","FR","industrial","urban",2001-06-29 00:00:00,2006-04-18 08:00:00,NA,NA,NA,42883,"airbase"
"fr25043","Centre Hospitalier",49.40052,1.098825,11,"france","FR","background","urban",2000-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR069A","STA-FR25043","FR25043",745873,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr25044","Pt Couronne Piscine",49.3894939994696,1.030703,38,"france","FR","industrial","urban",2000-07-01 00:00:00,2013-12-13 12:20:00,"NET-FR069A","STA-FR25044","FR25044",102180,"airbase; aqer:e1a:xml"
"fr25045","Phare d Ailly",49.916363,0.957178,80,"france","FR","background","rural_nearcity",2000-05-04 00:00:00,2021-12-30 09:00:00,"NET-FR069A","STA-FR25045","FR25045",348144,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr25046","Bois Guillaume Cosm.",49.471914,1.126667,155,"france","FR","background","suburban",2001-06-07 00:00:00,2010-08-03 14:00:00,NA,NA,NA,199497,"airbase"
"fr25047","Gd Quevilly mairie",49.4098579994697,1.053736,35,"france","FR","background","urban",2004-04-21 00:00:00,2013-12-31 23:00:00,"NET-FR069A","STA-FR25047","FR25047",77227,"airbase; aqer:e1a:xml"
"fr25048","Petit Quevilly",49.428055,1.057778,9,"france","FR","background","urban",2005-03-03 00:00:00,2020-12-30 09:00:00,"NET-FR069A","STA-FR25048","FR25048",416791,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr25049","Base loisirs Poses",49.30487,1.214367,21,"france","FR","background","rural_nearcity",2007-06-15 00:00:00,2022-06-13 16:00:00,"NET-FR069A","STA-FR25049","FR25049",232775,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr25050","Bures-en-bray",49.78122,1.345083,65,"france","FR","background","rural_regional",2013-05-30 13:00:00,2022-06-13 16:00:00,"NET-FR069A","STA-FR25050","FR25050",78108,"aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr25051","Dieppe prox-auto",49.918007,1.073972,45,"france","FR","traffic","urban",2013-04-19 09:00:00,2022-06-13 16:00:00,"NET-FR069A","STA-FR25051","FR25051",288171,"aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr25052","Evreux  Boulevard de Normandie",49.02021,1.138717,65,"france","FR","traffic","urban",2015-01-01 00:00:00,2016-12-19 12:00:00,"NET-FR069A","STA-FR25052","FR25052",41698,"aqer:e1a"
"fr25053","Rouen Proxi Quai de Paris",49.4367,1.098838,9,"france","FR","traffic","urban",2018-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR069A","STA-FR25053","FR25053",190331,"aqer:e1a; aqer:e2a"
"fr25054","Petit-Quevilly Sud 3",49.434162,1.0670527,9,"france","FR","traffic","urban",2017-01-06 00:00:00,2022-06-13 16:00:00,"NET-FR069A","STA-FR25054","FR25054",143576,"aqer:e1a; aqer:e2a"
"fr25055","Dieppe Golf",49.92049,1.047892,89,"france","FR","background","suburban",2021-05-28 00:00:00,2022-06-13 16:00:00,"NET-FR069A","STA-FR25055","FR25055",14367,"aqer:e2a"
"fr25500","Rouen - Quai du Havre",49.4393,1.088,6,"france","FR","traffic","urban",2013-01-01 00:00:00,2018-01-01 00:00:00,"NET-FR069A","STA-FR25500","FR25500",55,"aqer:e1a; aqer:e1a:xml"
"fr25501","Saint-Saens",49.6713,1.2843,104,"france","FR","background","rural_regional",2013-01-07 00:00:00,2019-01-01 00:00:00,"NET-FR069A","STA-FR25501","FR25501",52,"aqer:e1a; aqer:e1a:xml"
"fr25502","Petit-Couronne Berthet",49.385,1.0187,41,"france","FR","industrial","urban",2013-01-01 00:00:00,2017-01-01 00:00:00,"NET-FR069A","STA-FR25502","FR25502",55,"aqer:e1a; aqer:e1a:xml"
"fr25503","Petit-Couronne Laennec- reporting 25503",49.3792999994696,1.0304,42,"france","FR","industrial","urban",2013-01-01 00:00:00,2013-12-20 11:40:00,"NET-FR069A","STA-FR25503","FR25503",48,"aqer:e1a:xml"
"fr25505","Grand Evreux Agglomeration",49.00922,1.15669,137,"france","FR","background","urban",2015-01-26 12:00:00,2016-01-01 00:00:00,"NET-FR069A","STA-FR25505","FR25505",14,"aqer:e1a"
"fr26001","Station PASTEUR",47.318610999465,5.041389,240,"france","FR","traffic","urban",1999-01-01 00:00:00,2013-12-31 23:00:00,"NET-FR076A","STA-FR26001","FR26001",600815,"airbase; aqer:e1a:xml"
"fr26002","Station TARNIER",47.304665,5.02008,244,"france","FR","background","urban",1999-01-01 00:00:00,2018-07-11 12:00:00,"NET-FR076A","STA-FR26002","FR26002",533084,"airbase; aqer:e1a; aqer:e1a:xml"
"fr26003","Station Font D Ouche",47.318611,5.000561,249,"france","FR","background","suburban",1999-01-01 00:00:00,2004-12-31 23:00:00,NA,NA,NA,103108,"airbase"
"fr26005","Station PEJOCES",47.30737,5.065881,238,"france","FR","background","suburban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR076A","STA-FR26005","FR26005",780140,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr26006","INFOP CCI",47.289444,5.023339,236,"france","FR","background","suburban",1999-01-01 00:00:00,2005-06-06 01:00:00,NA,NA,NA,103979,"airbase"
"fr26007","Station BALZAC",47.34139,5.046944,251,"france","FR","background","urban",1999-01-01 00:00:00,2015-01-16 12:00:00,"NET-FR076A","STA-FR26007","FR26007",436855,"airbase; aqer:e1a; aqer:e1a:xml"
"fr26010","Station DAIX",47.3456,5.002377,332,"france","FR","background","suburban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR076A","STA-FR26010","FR26010",773127,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr26011","Station MARSANNAY",47.278332,5.006394,240,"france","FR","background","suburban",1999-01-01 00:00:00,2007-12-31 23:00:00,NA,NA,NA,383639,"airbase"
"fr26012","Station MORVAN",47.27476,4.099476,638,"france","FR","background","rural_remote",1999-01-13 00:00:00,2022-06-13 16:00:00,"NET-FR076A","STA-FR26012","FR26012",580563,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr26014","Station TREMOUILLE",47.325745,5.041056,246,"france","FR","background","urban",2006-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR076A","STA-FR26014","FR26014",394536,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr26015","Station MONT AFRIQUE",47.285831,4.922505,660,"france","FR","background","rural",2001-07-01 00:00:00,2007-12-31 23:00:00,NA,NA,NA,115501,"airbase"
"fr26016","Station SENS",48.200436,3.2773,70,"france","FR","background","urban",2001-07-01 00:00:00,2022-06-13 16:00:00,"NET-FR076A","STA-FR26016","FR26016",631190,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr26017","Station NEVERS ISAT",46.996826,3.171092,190,"france","FR","background","urban",2001-07-01 00:00:00,2022-06-13 16:00:00,"NET-FR076A","STA-FR26017","FR26017",633148,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr26018","Stat A6 BLIGNY Les B",46.99,4.85,200,"france","FR","traffic","rural",2003-03-01 00:00:00,2011-03-09 18:00:00,NA,NA,NA,196724,"airbase"
"fr26019","Station AUXERRE",47.800575,3.576189,107,"france","FR","background","urban",2006-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR076A","STA-FR26019","FR26019",473784,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr26035","ProxTrafRur-NuitsStG",47.13723,4.950573,244,"france","FR","traffic","suburban",2011-01-21 00:00:00,2020-12-31 23:00:00,"NET-FR076A","STA-FR26035","FR26035",231997,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr26039","Dijon-Transval",47.31546,5.040202,240,"france","FR","traffic","urban",2014-01-01 00:00:00,2014-12-31 23:00:00,"NET-FR076A","STA-FR26039","FR26039",17376,"aqer:e1a"
"fr26043","Dijon-Transvaal",47.31546,5.040202,240,"france","FR","traffic","urban",2015-01-01 00:00:00,2022-06-13 15:00:00,"NET-FR076A","STA-FR26043","FR26043",170134,"aqer:e1a; aqer:e2a"
"fr27001","SALAISE sur SANNE",45.355278,4.804448,151,"france","FR","background","rural",1999-01-01 00:00:00,2005-10-24 23:00:00,NA,NA,NA,112369,"airbase"
"fr27002","ROUSSILLON",45.36782,4.805147,157,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR27002","FR27002",799184,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr27003","ROCHES DE CONDRIEU",45.454517,4.766528,152,"france","FR","industrial","suburban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR27003","FR27003",763703,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr27004","Vienne Centre",45.52597,4.875408,160,"france","FR","background","urban",2003-11-01 00:00:00,2016-12-27 09:00:00,"NET-FR071A","STA-FR27004","FR27004",467362,"airbase; aqer:e1a; aqer:e1a:xml"
"fr27005","Sablons",45.321846,4.770702,136,"france","FR","background","suburban",2003-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR27005","FR27005",474222,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr27006","PLAINE DE BIEVRE",45.3978,5.174122,360,"france","FR","background","rural",2004-06-10 00:00:00,2011-10-03 17:00:00,NA,NA,NA,75422,"airbase"
"fr27007","Bourgoin-Jallieu",45.60822,5.270872,227,"france","FR","background","urban",2004-07-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR27007","FR27007",495330,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr27008","A7 Nord-Isère",45.35327,4.804847,153,"france","FR","background","suburban",2006-01-01 00:00:00,2019-12-09 09:00:00,"NET-FR071A","STA-FR27008","FR27008",395534,"airbase; aqer:e1a; aqer:e1a:xml"
"fr27010","Plateau de Bonnevaux",45.4609,5.181081,520,"france","FR","background","rural_nearcity",2015-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR27010","FR27010",198736,"aqer:e1a; aqer:e2a"
"fr27011","A7 Salaise Ouest",45.344078,4.807481,157,"france","FR","traffic","suburban",2020-01-02 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR27011","FR27011",74753,"aqer:e2a"
"fr27101","Sablons",45.323055,4.777508,138,"france","FR","background","suburban",2001-12-18 00:00:00,2003-11-20 00:00:00,NA,NA,NA,39554,"airbase"
"fr27102","Vienne Estressin",45.539722,4.863903,157,"france","FR","background","suburban",2001-12-01 00:00:00,2004-01-01 00:00:00,NA,NA,NA,71667,"airbase"
"fr28001","BETHUNE",50.516666,2.629178,25,"france","FR","background","rural",1999-01-01 00:00:00,2003-09-04 19:00:00,NA,NA,NA,116720,"airbase"
"fr28002","Lens - Services Techniques",50.432164,2.840897,20,"france","FR","background","suburban",1999-01-01 00:00:00,2011-01-01 00:00:00,NA,NA,NA,392505,"airbase"
"fr28003","Arras Pompiers",50.296307,2.7812,20,"france","FR","background","suburban",1999-01-01 00:00:00,2009-01-08 09:00:00,NA,NA,NA,137330,"airbase"
"fr28004","MAZINGARBE CENTRE",50.466946,2.717508,4,"france","FR","industrial","suburban",1999-01-01 00:00:00,2000-05-17 07:00:00,NA,NA,NA,11874,"airbase"
"fr28005","MAZINGARBE A.FRANCE",50.466667,2.748903,4,"france","FR","industrial","suburban",1999-01-01 00:00:00,2001-10-11 11:00:00,NA,NA,NA,22638,"airbase"
"fr28006","Lievin Piscine",50.415195,2.8,20,"france","FR","background","urban",1999-01-01 00:00:00,2008-03-06 18:00:00,NA,NA,NA,292626,"airbase"
"fr28007","Lacment",50.40028,3.000281,25,"france","FR","industrial","rural",1999-01-01 00:00:00,2006-01-17 07:00:00,NA,NA,NA,39827,"airbase"
"fr28008","Pottiez",50.450001,3.033614,30,"france","FR","industrial","rural",1999-01-01 00:00:00,2002-12-31 22:00:00,NA,NA,NA,17569,"airbase"
"fr28009","Ecole",50.433334,3.040005,22,"france","FR","industrial","suburban",1999-01-01 00:00:00,2002-12-31 22:00:00,NA,NA,NA,17095,"airbase"
"fr28010","Harnes Serres",50.44914,2.9,31,"france","FR","background","suburban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR074A","STA-FR28010","FR28010",663845,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr28011","HENIN-BEAUMONT",50.416946,2.964181,35,"france","FR","background","rural",1999-01-01 00:00:00,2004-12-20 18:00:00,NA,NA,NA,199505,"airbase"
"fr28013","LILLERS",50.550278,2.488336,6,"france","FR","industrial","rural",1999-01-01 00:00:00,2001-07-06 05:00:00,NA,NA,NA,5078,"airbase"
"fr28014","Bruay Ecole",50.475361,2.533333,20,"france","FR","background","urban",1999-01-01 00:00:00,2008-12-13 16:00:00,NA,NA,NA,335926,"airbase"
"fr28015","CORBEHEM",50.333332,3.050561,32,"france","FR","industrial","suburban",1999-01-01 00:00:00,2004-12-13 13:00:00,NA,NA,NA,92723,"airbase"
"fr28017","Lens Cg.Michelet",50.419445,2.81765,20,"france","FR","traffic","suburban",1999-01-01 00:00:00,2009-01-12 19:00:00,NA,NA,NA,201942,"airbase"
"fr28018","Arras Jaures",50.278996,2.781797,20,"france","FR","background","suburban",1999-01-01 00:00:00,2009-01-08 16:00:00,NA,NA,NA,292756,"airbase"
"fr28019","Oignies S.Sports",50.464943,2.983536,20,"france","FR","background","suburban",1999-01-01 00:00:00,2009-01-08 19:00:00,NA,NA,NA,305062,"airbase"
"fr28020","Noeux S. Sports",50.4839249994732,2.6613,20,"france","FR","background","suburban",1999-01-01 00:00:00,2013-12-31 23:00:00,"NET-FR074A","STA-FR28020","FR28020",494267,"airbase; aqer:e1a:xml"
"fr28021","BETHUNE PROXIMITE",50.516666,2.648347,25,"france","FR","traffic","rural",1999-01-01 00:00:00,2001-09-27 19:00:00,NA,NA,NA,70380,"airbase"
"fr28022","St-Laurent-Blangy",50.30886,2.807369,90,"france","FR","background","suburban",2009-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR074A","STA-FR28022","FR28022",433921,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr28023","Wingles IME",50.496506,2.86725,21,"france","FR","industrial","suburban",2002-09-01 00:00:00,2017-01-03 07:00:00,"NET-FR074A","STA-FR28023","FR28023",168324,"airbase; aqer:e1a; aqer:e1a:xml"
"fr28024","Estaires C.Sport",50.6426109994738,2.723889,20,"france","FR","industrial","suburban",2002-09-01 00:00:00,2013-04-11 09:00:00,"NET-FR074A","STA-FR28024","FR28024",138487,"airbase; aqer:e1a:xml"
"fr28025","Bethune r. Lille",50.525276,2.648625,20,"france","FR","traffic","urban",2002-09-01 00:00:00,2007-08-15 22:00:00,NA,NA,NA,128190,"airbase"
"fr28026","Mazingarbe Dumas",50.471111,2.743717,20,"france","FR","industrial","urban",2002-09-01 00:00:00,2009-07-29 11:00:00,NA,NA,NA,60381,"airbase"
"fr28027","Evin Stade",50.43464,3.02964,22,"france","FR","background","suburban",2003-07-01 00:00:00,2017-01-03 11:00:00,"NET-FR074A","STA-FR28027","FR28027",42274,"airbase; aqer:e1a"
"fr28028","Bethune Stade",50.535385,2.635692,26,"france","FR","background","urban",2004-06-01 00:00:00,2022-06-13 16:00:00,"NET-FR074A","STA-FR28028","FR28028",598089,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr28029","Corbehem Biblio",50.339889,3.04585,20,"france","FR","industrial",NA,2005-01-01 00:00:00,2010-01-06 08:00:00,NA,NA,NA,85288,"airbase"
"fr28030","Henin Cimetiere",50.422863,2.961945,20,"france","FR","background","urban",2005-06-01 00:00:00,2009-01-12 16:00:00,NA,NA,NA,121499,"airbase"
"fr28033","Noeux-les-Mines",50.48972,2.66642,23,"france","FR","background","suburban",2015-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR074A","STA-FR28033","FR28033",231345,"aqer:e1a; aqer:e2a"
"fr28034","ISBERGUES",50.62576,2.4732277,19,"france","FR","industrial","rural_nearcity",2016-01-01 00:00:00,2019-01-01 00:00:00,"NET-FR074A","STA-FR28034","FR28034",12966,"aqer:e1a"
"fr28115","Lens Varsovie",50.428604,2.836111,33,"france","FR","traffic","urban",2018-12-19 00:00:00,2022-06-13 16:00:00,"NET-FR074A","STA-FR28115","FR28115",27069,"aqer:e1a; aqer:e2a"
"fr28131","Lens Stade J. Moulin",50.4368,2.826683,47,"france","FR","background","urban",2011-02-03 00:00:00,2017-08-02 05:00:00,"NET-FR074A","STA-FR28131","FR28131",151754,"airbase; aqer:e1a; aqer:e1a:xml"
"fr29421","COUBERTIN",45.46672,4.389781,480,"france","FR","background","suburban",1999-01-01 00:00:00,2016-01-06 07:00:00,"NET-FR071A","STA-FR29421","FR29421",677347,"airbase; aqer:e1a; aqer:e1a:xml"
"fr29423","ROANNE",46.04111,4.074656,259,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR29423","FR29423",785040,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
