"site","site_name","latitude","longitude","elevation","country","country_iso_code","site_type","site_area","date_start","date_end","network","eu_code","eoi_code","observation_count","data_source"
"denw351","Gelsenkirchen Grothusstraße",51.52428,7.06035,40,"germany","DE","traffic","urban",2012-12-18 23:00:00,2019-12-30 23:00:00,"NET.DE_NW","STA.DE_DENW351","DENW351",2579,"aqer:e1a"
"denw353","Köln Lindweilerweg 144",50.995219,6.899453,47,"germany","DE","traffic","urban",2014-07-27 23:00:00,2019-12-05 12:45:00,"NET.DE_NW","STA.DE_DENW353","DENW353",63,"aqer:e1a"
"denw354","Düsseldorf Südring",51.200511,6.761389,38,"germany","DE","traffic","urban",2015-01-06 13:00:00,2019-11-28 09:55:00,"NET.DE_NW","STA.DE_DENW354","DENW354",33057,"aqer:e1a"
"denw355","Leverkusen Gustav-Heinemann-Str.",51.031473,7.010934,49,"germany","DE","traffic","urban",2015-01-09 12:00:00,2022-06-13 19:00:00,"NET.DE_NW","STA.DE_DENW355","DENW355",255342,"aqer:e1a; aqer:e2a"
"denw356","Lüdenscheid Lennestraße",51.227609,7.643095,375,"germany","DE","traffic","urban",2015-01-09 06:00:00,2015-12-31 22:00:00,"NET.DE_NW","STA.DE_DENW356","DENW356",33495,"aqer:e1a"
"denw358","Köln Bergisch Gladbacher Straße",50.970389,7.047528,53,"germany","DE","traffic","urban",2015-01-08 23:00:00,2019-12-05 06:10:00,"NET.DE_NW","STA.DE_DENW358","DENW358",59,"aqer:e1a"
"denw359","Mönchengladbach-Wanlo",51.096967,6.4158,74,"germany","DE","industrial","rural_nearcity",2015-01-16 23:00:00,2016-12-30 23:00:00,"NET.DE_NW","STA.DE_DENW359","DENW359",708,"aqer:e1a"
"denw360","Siegen Sandstraße 15",50.875655,8.020801,243,"germany","DE","traffic","urban",2015-01-06 23:00:00,2019-11-29 10:40:00,"NET.DE_NW","STA.DE_DENW360","DENW360",58,"aqer:e1a"
"denw361","Bielefeld-Innenstadt",52.023987,8.534019,114,"germany","DE","traffic","urban",2015-01-11 23:00:00,2019-11-28 08:30:00,"NET.DE_NW","STA.DE_DENW361","DENW361",59,"aqer:e1a"
"denw362","Düsseldorf Norfer Straße",51.200306,6.761111,36,"germany","DE","background","urban",2015-01-05 23:00:00,2015-11-23 23:00:00,"NET.DE_NW","STA.DE_DENW362","DENW362",12,"aqer:e1a"
"denw363","Paderborn-Schloss Neuhaus",51.74366,8.71182,105,"germany","DE","traffic","urban",2015-01-11 23:00:00,2019-11-28 07:40:00,"NET.DE_NW","STA.DE_DENW363","DENW363",59,"aqer:e1a"
"denw364","Bottrop Peterstraße 9",51.5192,6.92443,59,"germany","DE","traffic","urban",2015-01-05 23:00:00,2019-12-03 10:50:00,"NET.DE_NW","STA.DE_DENW364","DENW364",60,"aqer:e1a"
"denw365","Schwerte Hörder Straße 13",51.44668,7.56352,128,"germany","DE","traffic","urban",2014-12-14 23:00:00,2019-11-27 08:40:00,"NET.DE_NW","STA.DE_DENW365","DENW365",60,"aqer:e1a"
"denw367","Gladbeck Goethestraße",51.568051,6.990946,53,"germany","DE","traffic","urban",2015-12-31 23:00:00,2021-01-12 22:00:00,"NET.DE_NW","STA.DE_DENW367","DENW367",161343,"aqer:e1a; aqer:e2a"
"denw368","Düsseldorf Burgunderstraße",51.227425,6.698572,35,"germany","DE","traffic","urban",2016-01-06 23:00:00,2019-12-05 13:00:00,"NET.DE_NW","STA.DE_DENW368","DENW368",48,"aqer:e1a"
"denw369","Herne Recklinghauser Straße 4/6",51.543008,7.150192,38,"germany","DE","traffic","urban",2016-01-04 23:00:00,2019-11-27 07:55:00,"NET.DE_NW","STA.DE_DENW369","DENW369",48,"aqer:e1a"
"denw370","Düsseldorf Südring 110",51.200544,6.761539,38,"germany","DE","traffic","urban",2016-01-04 23:00:00,2017-04-02 23:00:00,"NET.DE_NW","STA.DE_DENW370","DENW370",15,"aqer:e1a"
"denw371","Aachen-Haaren",50.79435,6.12311,148,"germany","DE","traffic","urban",2016-01-12 23:00:00,2019-12-05 08:10:00,"NET.DE_NW","STA.DE_DENW371","DENW371",48,"aqer:e1a"
"denw373","Essen Abteistraße",51.387694,7.002036,53,"germany","DE","traffic","urban",2016-04-27 23:00:00,2019-12-05 06:30:00,"NET.DE_NW","STA.DE_DENW373","DENW373",42,"aqer:e1a"
"denw374","Recklinghausen-Hochlarmark",51.560875,7.1864,45,"germany","DE","industrial","urban",2016-12-31 23:00:00,2017-12-31 22:00:00,"NET.DE_NW","STA.DE_DENW374","DENW374",35025,"aqer:e1a"
"denw375","Witten-Mitte",51.433142,7.333622,93,"germany","DE","industrial","urban",2017-01-19 23:00:00,2021-07-10 23:00:00,"NET.DE_NW","STA.DE_DENW375","DENW375",5782,"aqer:e1a; aqer:e2a"
"denw376","Duisburg Friedrich-Wilhelm-Straße 25",51.431533,6.763958,32,"germany","DE","traffic","urban",2016-12-20 23:00:00,2019-11-28 13:30:00,"NET.DE_NW","STA.DE_DENW376","DENW376",37,"aqer:e1a"
"denw377","Duisburg-Meiderich Bahnhofstraße",51.46675,6.781309,27,"germany","DE","traffic","urban",2016-12-20 23:00:00,2019-11-28 14:23:00,"NET.DE_NW","STA.DE_DENW377","DENW377",37,"aqer:e1a"
"denw378","Lünen Frydagstraße",51.613056,7.473389,51,"germany","DE","industrial","urban",2017-12-31 23:00:00,2021-07-12 23:00:00,"NET.DE_NW","STA.DE_DENW378","DENW378",4132,"aqer:e1a; aqer:e2a"
"denw379","Essen Hombrucher Straße 31",51.457744,7.047994,130,"germany","DE","traffic","urban",2016-01-04 23:00:00,2016-11-27 23:00:00,"NET.DE_NW","STA.DE_DENW379","DENW379",12,"aqer:e1a"
"denw381","Neuss (Rheinhafen)",51.219577,6.704074,30,"germany","DE","background","urban",2017-09-13 09:00:00,2019-12-17 06:00:00,"NET.DE_NW","STA.DE_DENW381","DENW381",75781,"aqer:e1a"
"denw382","Duisburg (Rheinhafen)",51.460721,6.727486,28,"germany","DE","background","urban",2017-10-13 13:00:00,2022-06-13 19:00:00,"NET.DE_NW","STA.DE_DENW382","DENW382",140568,"aqer:e1a; aqer:e2a"
"denw383","Bielefeld Herforder Straße",52.024158,8.534087,113,"germany","DE","traffic","urban",2018-01-04 14:00:00,2020-06-25 05:00:00,"NET.DE_NW","STA.DE_DENW383","DENW383",79411,"aqer:e1a; aqer:e2a"
"denw405","Wesel-Obrighoven",51.673548,6.65512,24,"germany","DE",NA,NA,2020-11-19 10:00:00,2022-06-13 19:00:00,NA,NA,NA,68633,"aqer:e2a"
"denw415","Oberhausen Duisburger Straße",51.478442,6.842516,35,"germany","DE",NA,NA,2020-12-31 23:00:00,2022-06-13 19:00:00,NA,NA,NA,53018,"aqer:e2a"
"derp001","Ludwigshafen-Oppau",49.514959,8.402331,91,"germany","DE","background","urban",1976-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP001","DERP001",2011546,"airbase; aqer:e1a; aqer:e2a"
"derp002","Ludwigshafen-Mitte",49.482316,8.438589,93,"germany","DE","background","urban",1976-01-01 00:00:00,2014-01-15 08:00:00,"NET.DE_RP","STA.DE_DERP002","DERP002",1155300,"airbase; aqer:e1a"
"derp003","Ludwigshafen-Mundenheim",49.455508,8.425897,98,"germany","DE","industrial","urban",1979-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP003","DERP003",1818172,"airbase; aqer:e1a; aqer:e2a"
"derp004","Ludwigshafen-Goerdelerplatz",49.48859,8.432539,94,"germany","DE","traffic","urban",NA,NA,NA,NA,NA,0,"airbase"
"derp006","Ludwigshafen-Pfalzgrafenpl.",49.475735,8.45118,94,"germany","DE","traffic","urban",1995-06-29 00:00:00,2000-10-31 15:00:00,NA,NA,NA,153794,"airbase"
"derp007","Mainz-Mombach",50.01755,8.216803,115,"germany","DE","background","urban",1976-01-06 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP007","DERP007",2076202,"airbase; aqer:e1a; aqer:e2a"
"derp008","Mainz-Goetheplatz",50.010368,8.254602,85,"germany","DE","traffic","urban",1979-01-01 00:00:00,2011-12-31 23:00:00,NA,NA,NA,1048859,"airbase"
"derp009","Mainz-Zitadelle",49.995016,8.273979,100,"germany","DE","background","urban",1979-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP009","DERP009",1734596,"airbase; aqer:e1a; aqer:e2a"
"derp010","Mainz-Parcusstraße",50.001026,8.261131,85,"germany","DE","traffic","urban",1976-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP010","DERP010",1541134,"airbase; aqer:e1a; aqer:e2a"
"derp011","Mainz-Rheinallee",50.00987,8.2658,85,"germany","DE","traffic","urban",1990-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP011","DERP011",998495,"airbase; aqer:e1a; aqer:e2a"
"derp012","Mainz-Große Langgasse",49.999083,8.268901,91,"germany","DE","traffic","urban",1996-04-09 00:00:00,2019-12-16 11:03:00,"NET.DE_RP","STA.DE_DERP012","DERP012",782007,"airbase; aqer:e1a"
"derp013","Westpfalz-Waldmohr",49.423116,7.293543,460,"germany","DE","background","rural",1990-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP013","DERP013",1613564,"airbase; aqer:e1a; aqer:e2a"
"derp014","Hunsrück-Leisel",49.740897,7.193411,650,"germany","DE","background","rural",1990-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP014","DERP014",1607150,"airbase; aqer:e1a; aqer:e2a"
"derp015","Westeifel Wascheid",50.266547,6.378081,680,"germany","DE","background","rural",1988-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP015","DERP015",1684340,"airbase; aqer:e1a; aqer:e2a"
"derp016","Westerwald-Herdorf",50.766815,7.973542,480,"germany","DE","background","rural",1990-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP016","DERP016",1593541,"airbase; aqer:e1a; aqer:e2a"
"derp017","Pfälzerwald-Hortenkopf",49.270263,7.826407,600,"germany","DE","background","rural",1990-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP017","DERP017",1839039,"airbase; aqer:e1a; aqer:e2a"
"derp018","Speyer-St.-Guido-Stifts-Platz",49.31884,8.435041,110,"germany","DE","traffic","urban",1981-01-01 00:00:00,2011-12-31 23:00:00,NA,NA,NA,1661771,"airbase"
"derp019","Kaiserslautern-Rathausplatz",49.446,7.7673,232,"germany","DE","background","urban",1988-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP019","DERP019",2135355,"airbase; aqer:e1a; aqer:e2a"
"derp020","Trier-Ostallee",49.754231,6.646718,140,"germany","DE","traffic","urban",1988-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP020","DERP020",1853670,"airbase; aqer:e1a; aqer:e2a"
"derp021","Neuwied-Hafenstraße",50.424685,7.481378,65,"germany","DE","background","urban",1990-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP021","DERP021",1922935,"airbase; aqer:e1a; aqer:e2a"
"derp022","Bad Kreuznach-Bosenheimer Straße",49.841221,7.866222,108,"germany","DE","background","urban",1976-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP022","DERP022",1960993,"airbase; aqer:e1a; aqer:e2a"
"derp023","Worms-Hagenstraße",49.628771,8.364779,90,"germany","DE","traffic","urban",1991-01-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP023","DERP023",1945636,"airbase; aqer:e1a; aqer:e2a"
"derp024","Koblenz-Friedrich-Ebert-Ring",50.354403,7.596633,68,"germany","DE","traffic","urban",1992-05-25 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP024","DERP024",1945908,"airbase; aqer:e1a; aqer:e2a"
"derp025","Wörth-Marktplatz",49.052284,8.253538,115,"germany","DE","background","urban",1990-06-13 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP025","DERP025",1994381,"airbase; aqer:e1a; aqer:e2a"
"derp026","Frankenthal-Europaring",49.5333,8.3553,99,"germany","DE","traffic","urban",1991-06-16 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP026","DERP026",773908,"airbase; aqer:e1a; aqer:e2a"
"derp027","Neustadt-Strohmarkt",49.3556,8.1378,143,"germany","DE","traffic","urban",1994-01-01 00:00:00,2013-11-11 09:00:00,"NET.DE_RP","STA.DE_DERP027","DERP027",869807,"airbase; aqer:e1a"
"derp028","Westerwald-Neuhäusel",50.424289,7.729909,540,"germany","DE","background","rural",1994-02-08 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP028","DERP028",1392009,"airbase; aqer:e1a; aqer:e2a"
"derp029","Koblenz-Zentralplatz",50.359161,7.595492,68,"germany","DE","traffic","urban",1994-07-27 00:00:00,2005-12-13 08:00:00,NA,NA,NA,370024,"airbase"
"derp030","Trier Th.-Heuss-Allee",49.758331,6.649328,140,"germany","DE","traffic","urban",1994-02-04 00:00:00,1997-12-16 07:00:00,NA,NA,NA,33540,"airbase"
"derp031","Pirmasens Park-Brauerei",49.205254,7.6047,355,"germany","DE","traffic","urban",1994-02-02 00:00:00,2001-12-31 23:00:00,NA,NA,NA,220798,"airbase"
"derp032","Neuwied-Heddesdorfer Straße",50.430271,7.462536,65,"germany","DE","traffic","urban",1994-07-27 00:00:00,2007-12-31 23:00:00,NA,NA,NA,495717,"airbase"
"derp033","Kaiserslautern-Eisenbahnstr.",49.445164,7.763805,230,"germany","DE","traffic","urban",1994-03-01 00:00:00,1997-09-08 07:00:00,NA,NA,NA,30917,"airbase"
"derp034","Pirmasens-Lemberger Straße",49.192314,7.614726,370,"germany","DE","background","urban",1997-01-01 00:00:00,2014-01-23 08:00:00,"NET.DE_RP","STA.DE_DERP034","DERP034",267365,"airbase; aqer:e1a"
"derp035","Kaiserslautern-Marienplatz",49.441721,7.761271,230,"germany","DE","traffic","urban",1999-01-01 00:00:00,2013-02-06 07:00:00,"NET.DE_RP","STA.DE_DERP035","DERP035",381243,"airbase; aqer:e1a"
"derp036","Trier Kaiserstraße",49.750128,6.636977,140,"germany","DE","traffic","urban",1998-08-18 00:00:00,2019-12-17 08:24:00,"NET.DE_RP","STA.DE_DERP036","DERP036",677819,"airbase; aqer:e1a"
"derp040","Trier-Universität",49.74869,6.674874,256,"germany","DE","background","urban",2000-05-11 00:00:00,2014-01-21 10:00:00,"NET.DE_RP","STA.DE_DERP040","DERP040",205502,"airbase; aqer:e1a"
"derp041","Ludwigshafen-Heinigstraße",49.478498,8.44385,94,"germany","DE","traffic","urban",2000-10-31 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP041","DERP041",1247771,"airbase; aqer:e1a; aqer:e2a"
"derp042","Pirmasens Schäferstr.",49.199942,7.603053,361,"germany","DE","background","urban",2002-04-08 00:00:00,2014-12-08 08:00:00,"NET.DE_RP","STA.DE_DERP042","DERP042",598498,"airbase; aqer:e1a"
"derp043","Braubach",50.275108,7.652115,85,"germany","DE","industrial","rural",2005-01-01 00:00:00,2019-12-30 23:00:00,"NET.DE_RP","STA.DE_DERP043","DERP043",17994,"airbase; aqer:e1a"
"derp044","Krautscheid / Seifen",50.699438,7.375279,180,"germany","DE","industrial","rural",2005-01-01 00:00:00,2019-12-30 23:00:00,"NET.DE_RP","STA.DE_DERP044","DERP044",9868,"airbase; aqer:e1a"
"derp045","Koblenz-Hohenfelder Straße",50.359373,7.592242,70,"germany","DE","traffic","urban",2005-12-14 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP045","DERP045",668012,"airbase; aqer:e1a; aqer:e2a"
"derp046","Neuwied-Hermannstraße",50.431439,7.460718,61,"germany","DE","traffic","urban",2008-01-24 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP046","DERP046",654125,"airbase; aqer:e1a; aqer:e2a"
"derp047","Trier-Pfalzel",49.784023,6.690258,131,"germany","DE","industrial","suburban",2007-03-01 00:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP047","DERP047",370382,"airbase; aqer:e1a; aqer:e2a"
"derp052","Mayen",50.330233,7.226235,238,"germany","DE","traffic","urban",2013-01-01 23:00:00,2019-12-17 10:14:00,"NET.DE_RP","STA.DE_DERP052","DERP052",468,"aqer:e1a"
"derp053","Speyer-Nord",49.351124,8.423,103,"germany","DE","background","suburban",2013-12-18 12:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP053","DERP053",369315,"aqer:e1a; aqer:e2a"
"derp060","Pirmasens-Innenstadt",49.191996,7.614573,378,"germany","DE","background","urban",2014-12-09 14:00:00,2022-06-13 19:00:00,"NET.DE_RP","STA.DE_DERP060","DERP060",320261,"aqer:e1a; aqer:e2a"
"derp063","Koblenz-Rheinanlagen",50.350547,7.600248,68,"germany","DE","background","urban",2018-01-02 08:35:00,2019-12-17 07:42:00,"NET.DE_RP","STA.DE_DERP063","DERP063",52,"aqer:e1a"
"derp064",NA,50.360853,7.588632,68,"germany","DE","traffic","urban",2019-01-04 08:37:00,2019-12-17 08:33:00,"NET.DE_RP","STA.DE_DERP064","DERP064",26,"aqer:e1a"
"derp065","Koblenz-Peter-Altmeier-Ufer",50.362731,7.598352,65,"germany","DE","background","urban",2018-12-31 23:00:00,2019-12-17 08:28:00,"NET.DE_RP","STA.DE_DERP065","DERP065",27,"aqer:e1a"
"derp066","Koblenz-Jesuitenplatz",50.360142,7.59854,74,"germany","DE","background","urban",2018-12-31 23:00:00,2019-12-17 08:23:00,"NET.DE_RP","STA.DE_DERP066","DERP066",27,"aqer:e1a"
"derp067","Koblenz-Bahnhofstr.",50.353706,7.591101,72,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-17 07:54:00,"NET.DE_RP","STA.DE_DERP067","DERP067",27,"aqer:e1a"
"derp068","Koblenz-Hohenzollernstr.",50.352135,7.59297,72,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-17 07:36:00,"NET.DE_RP","STA.DE_DERP068","DERP068",27,"aqer:e1a"
"derp069","Koblenz-Mainzer Str.",50.350967,7.597239,72,"germany","DE","background","urban",2018-12-31 23:00:00,2019-12-17 07:45:00,"NET.DE_RP","STA.DE_DERP069","DERP069",27,"aqer:e1a"
"derp070","Koblenz-Trierer Str.",50.369201,7.566656,87,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-17 08:40:00,"NET.DE_RP","STA.DE_DERP070","DERP070",27,"aqer:e1a"
"derp071","Koblenz-Rübenach",50.370087,7.517701,143,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-17 08:48:00,"NET.DE_RP","STA.DE_DERP071","DERP071",27,"aqer:e1a"
"derp072","Ludwigshafen-Heinigstr./Wredestr.",49.478077,8.444678,94,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-23 07:58:00,"NET.DE_RP","STA.DE_DERP072","DERP072",27,"aqer:e1a"
"derp073","Ludwigshafen-Kaiser-Wilhelmstr.",49.478674,8.444278,95,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-23 07:54:00,"NET.DE_RP","STA.DE_DERP073","DERP073",27,"aqer:e1a"
"derp074","Ludwigshafen-Heinigstr./Dörrhorststr.",49.479785,8.442293,93,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-23 08:05:00,"NET.DE_RP","STA.DE_DERP074","DERP074",27,"aqer:e1a"
"derp075","Speyer-Bahnhofstraße",49.327672,8.429579,100,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-23 07:13:00,"NET.DE_RP","STA.DE_DERP075","DERP075",77,"aqer:e1a"
"derp079","Mainz-Kaiserstr./Rheinallee",50.008953,8.268077,87,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 10:11:00,"NET.DE_RP","STA.DE_DERP079","DERP079",27,"aqer:e1a"
"derp080","Mainz-Leibnizstr.",50.006469,8.2613,88,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 10:35:00,"NET.DE_RP","STA.DE_DERP080","DERP080",27,"aqer:e1a"
"derp081","Mainz-Boppstr.",50.004277,8.260233,88,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 10:38:00,"NET.DE_RP","STA.DE_DERP081","DERP081",27,"aqer:e1a"
"derp082","Mainz-Binger Str.",50.000278,8.262002,92,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 10:50:00,"NET.DE_RP","STA.DE_DERP082","DERP082",27,"aqer:e1a"
"derp083","Mainz-Bahnhofstr.",50.000679,8.262887,90,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 10:52:00,"NET.DE_RP","STA.DE_DERP083","DERP083",26,"aqer:e1a"
"derp084","Mainz-Hintere Bleiche",50.002689,8.264471,88,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 11:15:00,"NET.DE_RP","STA.DE_DERP084","DERP084",27,"aqer:e1a"
"derp085","Mainz-Neubrunnenplatz",50.00176,8.265705,87,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 11:12:00,"NET.DE_RP","STA.DE_DERP085","DERP085",26,"aqer:e1a"
"derp086","Mainz-Große Bleiche",50.002741,8.267162,87,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 11:10:00,"NET.DE_RP","STA.DE_DERP086","DERP086",27,"aqer:e1a"
"derp087","Mainz-Bauhofstr. (FM)",50.007422,8.267422,86,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 11:45:00,"NET.DE_RP","STA.DE_DERP087","DERP087",26,"aqer:e1a"
"derp088","Mainz-Große Bleiche (MUEEF)",50.00435,8.268813,87,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 11:44:00,"NET.DE_RP","STA.DE_DERP088","DERP088",27,"aqer:e1a"
"derp089","Mainz-Große Bleiche (Landtag)",50.005985,8.270987,86,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 10:03:00,"NET.DE_RP","STA.DE_DERP089","DERP089",27,"aqer:e1a"
"derp090","Mainz-Feldbergplatz",50.011921,8.264901,86,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 10:18:00,"NET.DE_RP","STA.DE_DERP090","DERP090",26,"aqer:e1a"
"derp091","Mainz-Adenauer Ufer",50.012005,8.266827,84,"germany","DE","background","urban",2018-12-31 23:00:00,2019-12-16 10:17:00,"NET.DE_RP","STA.DE_DERP091","DERP091",27,"aqer:e1a"
"derp092","Mainz-Rheinallee/Parkh.",50.00861,8.269818,86,"germany","DE","traffic","urban",2019-06-17 08:16:00,2019-12-16 09:58:00,"NET.DE_RP","STA.DE_DERP092","DERP092",14,"aqer:e1a"
"derp093","Mainz-Rheinstr. (FH)",49.996694,8.267881,87,"germany","DE","traffic","urban",2019-01-02 09:42:00,2019-12-09 09:45:00,"NET.DE_RP","STA.DE_DERP093","DERP093",49,"aqer:e1a"
"derp094","Mainz-Rheinstraße 24",49.998009,8.27908,87,"germany","DE","traffic","urban",2019-01-02 09:46:00,2019-12-16 09:44:00,"NET.DE_RP","STA.DE_DERP094","DERP094",26,"aqer:e1a"
"derp095","Mainz-Rheinallee (Stadtbibliothek)",50.008527,8.269566,88,"germany","DE","traffic","urban",2019-02-11 09:44:00,2019-12-16 10:08:00,"NET.DE_RP","STA.DE_DERP095","DERP095",21,"aqer:e1a"
"derp096","Mainz-Rheinstr. (DB Cargo)",49.993423,8.282042,88,"germany","DE","traffic","urban",2019-02-11 11:22:00,2019-12-16 09:36:00,"NET.DE_RP","STA.DE_DERP096","DERP096",21,"aqer:e1a"
"derp097","Mainz-Windmühlenstr.",49.99504,8.274937,94,"germany","DE","traffic","urban",2019-02-11 11:29:00,2019-12-16 09:10:00,"NET.DE_RP","STA.DE_DERP097","DERP097",22,"aqer:e1a"
"derp098","Mainz-Fichteplatz",49.991538,8.265834,123,"germany","DE","traffic","urban",2019-02-12 10:19:00,2019-12-16 09:18:00,"NET.DE_RP","STA.DE_DERP098","DERP098",23,"aqer:e1a"
"derp099","Mainz-Schillerstr.",49.99989,8.265188,88,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 10:56:00,"NET.DE_RP","STA.DE_DERP099","DERP099",27,"aqer:e1a"
"derp100","Mainz-Rheinallee (LfU)",50.014301,8.256968,87,"germany","DE","traffic","urban",2018-12-31 23:00:00,2019-12-16 11:52:00,"NET.DE_RP","STA.DE_DERP100","DERP100",26,"aqer:e1a"
"derp103","Wörth-Maximiliansau (B10)",49.039631,8.292559,106,"germany","DE","traffic","suburban",2018-12-31 23:00:00,2019-12-19 07:12:00,"NET.DE_RP","STA.DE_DERP103","DERP103",26,"aqer:e1a"
